id,REGISTRO_CAMARA_COMERCIO,REGISTRO_SUPERINTENDENCIA,TIPO_HABITACION,HORARIO_ADMIN_INICIAL,HORARIO_ADMIN_FINAL,TAMANO,UBICACION,CANTIDAD_NOCHES,CAPACIDAD_MAXIMA
612,Aenean sit amet justo. Morbi ut odio.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",sencilla,9,15,pequeño,8003 Declaration Road,3,48
613,Fusce consequat. Nulla nisl. Nunc nisl.,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",compartida,9,15,mediano,988 Chinook Place,13,32
614,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Cras pellentesque volutpat dui.,sencilla,5,11,pequeño,13977 Anhalt Avenue,10,31
615,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.","Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",sencilla,3,9,mediano,14936 Anzinger Street,13,33
616,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",sencilla,2,8,pequeño,7743 Jay Junction,18,34
617,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.","Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",sencilla,10,16,pequeño,67539 Northfield Circle,9,26
618,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,sencilla,6,12,pequeño,25135 Upham Junction,11,35
619,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,compartida,3,9,pequeño,648 Schiller Pass,1,45
620,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,compartida,2,8,grande,24918 Bartillon Street,8,49
621,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",compartida,8,14,pequeño,7286 David Avenue,5,18
622,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,Integer ac leo. Pellentesque ultrices mattis odio.,compartida,1,7,mediano,9 Macpherson Pass,11,26
623,Nullam molestie nibh in lectus. Pellentesque at nulla.,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",compartida,4,10,pequeño,6 Mendota Hill,10,48
624,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",sencilla,1,7,grande,791 Anniversary Park,18,8
625,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Pellentesque eget nunc.,sencilla,10,16,pequeño,7 Monica Trail,15,19
626,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",sencilla,7,13,pequeño,30219 Parkside Drive,7,18
627,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Nulla tellus.,sencilla,3,9,mediano,688 Killdeer Plaza,14,40
628,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.","Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",sencilla,10,16,grande,3613 Marquette Pass,19,21
629,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.","Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",sencilla,1,7,mediano,660 Rieder Center,1,21
630,Nulla tempus.,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",compartida,3,9,pequeño,1109 Hovde Court,8,21
631,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",Aliquam quis turpis eget elit sodales scelerisque.,sencilla,3,9,pequeño,6 Bartelt Trail,13,16
632,Nunc purus.,Sed ante. Vivamus tortor. Duis mattis egestas metus.,compartida,6,12,grande,28 Packers Hill,13,37
633,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.","Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",compartida,1,7,pequeño,6208 Buena Vista Pass,17,50
634,Aenean sit amet justo.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",sencilla,3,9,mediano,4813 Eggendart Court,12,41
635,Integer a nibh.,Praesent id massa id nisl venenatis lacinia.,sencilla,4,10,grande,81695 Arkansas Avenue,10,10
636,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,sencilla,9,15,mediano,039 Blue Bill Park Avenue,7,35
637,Ut at dolor quis odio consequat varius. Integer ac leo.,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,sencilla,9,15,pequeño,3490 Oakridge Crossing,7,48
638,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,compartida,6,12,pequeño,92036 Melody Hill,11,14
639,Morbi non quam nec dui luctus rutrum. Nulla tellus.,Etiam vel augue. Vestibulum rutrum rutrum neque.,compartida,3,9,pequeño,85652 Mifflin Alley,5,4
640,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.","Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",sencilla,4,10,pequeño,18392 Rieder Hill,7,40
641,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",compartida,5,11,mediano,01 Hallows Road,7,43
642,Duis consequat dui nec nisi volutpat eleifend.,Morbi a ipsum.,compartida,10,16,pequeño,63560 Gina Drive,11,29
643,Aliquam non mauris.,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",compartida,6,12,grande,884 Bunting Alley,20,32
644,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Aenean sit amet justo. Morbi ut odio.,sencilla,3,9,pequeño,13 Hauk Pass,7,2
645,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Nulla nisl.,sencilla,8,14,pequeño,1197 Emmet Place,15,20
646,Vivamus tortor. Duis mattis egestas metus.,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,compartida,5,11,mediano,7839 Sage Hill,18,47
647,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.","Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",sencilla,2,8,pequeño,41968 Transport Trail,2,12
648,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,Integer ac neque.,sencilla,2,8,pequeño,0133 Hoard Court,10,46
649,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",Duis mattis egestas metus. Aenean fermentum.,sencilla,8,14,mediano,85466 Corry Lane,13,38
650,Sed sagittis.,Ut at dolor quis odio consequat varius.,sencilla,5,11,pequeño,0 Riverside Terrace,10,19
651,In sagittis dui vel nisl.,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,sencilla,2,8,pequeño,579 Caliangt Park,5,22
652,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Integer ac neque. Duis bibendum.,compartida,3,9,mediano,9861 Bowman Lane,9,43
653,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,Pellentesque at nulla. Suspendisse potenti.,compartida,3,9,mediano,8 Stephen Street,16,45
654,Morbi quis tortor id nulla ultrices aliquet.,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",compartida,2,8,pequeño,77800 Macpherson Crossing,3,13
655,In congue. Etiam justo.,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",compartida,2,8,mediano,92 Pawling Court,11,19
656,In sagittis dui vel nisl.,In congue. Etiam justo. Etiam pretium iaculis justo.,compartida,2,8,grande,9 Gerald Alley,6,47
657,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,Proin interdum mauris non ligula pellentesque ultrices.,sencilla,1,7,mediano,5172 Esch Terrace,8,15
658,"In est risus, auctor sed, tristique in, tempus sit amet, sem.","Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",sencilla,5,11,pequeño,13850 Kipling Lane,15,35
659,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,sencilla,1,7,mediano,4002 Katie Hill,3,4
660,Maecenas pulvinar lobortis est.,Vivamus in felis eu sapien cursus vestibulum.,sencilla,9,15,mediano,0482 Sloan Place,8,30
661,Nulla nisl.,Proin interdum mauris non ligula pellentesque ultrices.,sencilla,8,14,grande,25011 Linden Place,10,42
662,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",Sed ante. Vivamus tortor.,compartida,10,16,mediano,89 West Pass,6,7
663,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,compartida,2,8,mediano,54 Scofield Hill,4,16
664,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.","Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",compartida,4,10,pequeño,2 Sachs Terrace,12,3
665,Maecenas pulvinar lobortis est.,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",sencilla,7,13,pequeño,14888 Heath Street,7,12
666,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,Vivamus vestibulum sagittis sapien.,compartida,2,8,grande,92 Mesta Alley,9,4
667,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",sencilla,7,13,mediano,3 Bowman Park,10,49
668,Nullam porttitor lacus at turpis.,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",sencilla,10,16,grande,0 Prairieview Plaza,2,18
669,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Aenean auctor gravida sem.,sencilla,7,13,pequeño,458 Loeprich Hill,1,15
670,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",sencilla,5,11,pequeño,7376 Delladonna Court,4,35
671,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",sencilla,4,10,grande,52940 Spaight Drive,14,20
672,Fusce consequat.,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",sencilla,2,8,pequeño,4884 Transport Street,20,18
673,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,Phasellus in felis.,compartida,5,11,mediano,1 Dexter Point,9,50
674,Ut at dolor quis odio consequat varius. Integer ac leo.,Donec ut dolor.,compartida,7,13,grande,07281 Buena Vista Trail,3,45
675,Morbi a ipsum. Integer a nibh.,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",sencilla,6,12,pequeño,7411 Stephen Park,14,41
676,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",compartida,8,14,pequeño,68 Oakridge Alley,16,24
677,Cras non velit nec nisi vulputate nonummy.,Nulla tellus.,sencilla,3,9,pequeño,8563 Heffernan Drive,18,7
678,Integer ac neque.,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,compartida,2,8,pequeño,6840 Holmberg Circle,8,39
679,Nunc rhoncus dui vel sem. Sed sagittis.,Proin risus.,compartida,10,16,pequeño,2 Merry Street,10,35
680,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",Suspendisse accumsan tortor quis turpis. Sed ante.,compartida,3,9,grande,1 International Trail,1,17
681,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.","Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",sencilla,7,13,pequeño,54 Elgar Pass,14,9
682,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,In eleifend quam a odio.,compartida,9,15,pequeño,804 Elka Pass,20,45
683,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Quisque ut erat. Curabitur gravida nisi at nibh.,sencilla,9,15,grande,46 Glacier Hill Road,17,17
684,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Donec semper sapien a libero.,compartida,10,16,pequeño,0 American Trail,14,15
685,Vivamus tortor.,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,sencilla,9,15,pequeño,46 Lunder Junction,19,34
686,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,sencilla,5,11,grande,6 Lerdahl Street,15,5
687,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,sencilla,1,7,pequeño,43662 East Parkway,6,24
688,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.","Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",compartida,4,10,pequeño,638 Sommers Junction,17,24
689,Aenean sit amet justo. Morbi ut odio.,Quisque ut erat.,sencilla,4,10,pequeño,70 Lotheville Street,16,43
690,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Duis consequat dui nec nisi volutpat eleifend.,compartida,3,9,grande,4834 East Drive,19,41
691,Morbi porttitor lorem id ligula.,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",compartida,1,7,pequeño,5 Vernon Hill,14,22
692,Nulla facilisi.,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",compartida,7,13,grande,263 Alpine Center,20,25
693,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,compartida,10,16,mediano,46 Sunnyside Circle,4,45
