id,REGISTRO_CAMARA_COMERCIO,REGISTRO_SUPERINTENDENCIA,TIPO_HABITACION,HORARIO_ADMIN_24H,TAMANO,UBICACION,CANTIDAD_NOCHES,CAPACIDAD_MAXIMA
947,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.","Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",suite,1,pequeño,44534 Rockefeller Junction,2,3
948,Morbi non quam nec dui luctus rutrum. Nulla tellus.,Nulla tellus.,suite,1,pequeño,497 Glendale Parkway,14,6
949,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",Donec vitae nisi.,estandar,0,grande,6015 Melby Trail,13,6
950,Curabitur convallis.,In hac habitasse platea dictumst.,semisuite,0,grande,9818 Porter Parkway,12,3
951,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",In hac habitasse platea dictumst.,suite,1,pequeño,302 Manley Road,8,4
952,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Nullam varius. Nulla facilisi.,suite,1,pequeño,074 Moose Hill,8,4
953,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Nullam molestie nibh in lectus.,estandar,1,pequeño,5 New Castle Drive,13,5
954,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,semisuite,0,mediano,169 Novick Point,9,6
955,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,Praesent blandit.,suite,0,grande,1033 Lukken Avenue,5,4
956,Mauris sit amet eros.,Proin at turpis a pede posuere nonummy. Integer non velit.,suite,0,pequeño,23351 Daystar Junction,4,2
957,Proin eu mi.,Phasellus sit amet erat. Nulla tempus.,estandar,1,pequeño,4 Gale Center,2,6
958,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,Donec dapibus. Duis at velit eu est congue elementum.,semisuite,1,pequeño,11436 Killdeer Place,8,6
959,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",estandar,0,mediano,12641 Laurel Park,3,6
960,Fusce consequat.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",suite,1,pequeño,55 Loeprich Parkway,16,3
961,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.","Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",suite,1,mediano,56819 Nobel Place,16,3
962,Sed ante.,In quis justo.,semisuite,1,pequeño,55618 Northwestern Center,18,4
963,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,Maecenas rhoncus aliquam lacus.,suite,0,grande,4800 Pepper Wood Plaza,12,2
964,Sed accumsan felis. Ut at dolor quis odio consequat varius.,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",semisuite,0,pequeño,716 Westport Court,17,6
965,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,Integer a nibh. In quis justo.,suite,1,grande,6 Ilene Park,4,6
966,Donec posuere metus vitae ipsum.,Nunc purus. Phasellus in felis.,semisuite,0,mediano,3 Pawling Hill,7,4
967,Proin at turpis a pede posuere nonummy. Integer non velit.,Sed accumsan felis. Ut at dolor quis odio consequat varius.,estandar,0,pequeño,37830 Melvin Parkway,3,6
968,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Cras in purus eu magna vulputate luctus.,suite,1,grande,96 Sauthoff Place,18,5
969,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,estandar,1,mediano,19529 Hollow Ridge Center,14,3
970,Nulla ut erat id mauris vulputate elementum. Nullam varius.,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,suite,1,mediano,7 North Way,10,4
971,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",suite,0,mediano,7 Clyde Gallagher Parkway,10,6
972,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Duis mattis egestas metus.,suite,1,grande,9983 Kenwood Parkway,20,4
973,Donec semper sapien a libero.,Nunc nisl.,suite,1,pequeño,17878 Oxford Pass,1,2
974,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Phasellus sit amet erat.,estandar,1,grande,77 Debs Avenue,11,5
975,Mauris sit amet eros.,Donec quis orci eget orci vehicula condimentum.,semisuite,0,grande,3 Huxley Point,5,4
976,Aenean sit amet justo.,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",semisuite,0,mediano,7 Susan Drive,4,3
977,In hac habitasse platea dictumst.,Sed accumsan felis. Ut at dolor quis odio consequat varius.,suite,1,grande,1070 Fisk Court,8,5
978,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",suite,0,pequeño,608 Declaration Center,6,4
979,Duis bibendum.,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",suite,1,mediano,17 Anderson Circle,9,3
980,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",Integer a nibh. In quis justo.,estandar,0,pequeño,63500 Lakewood Gardens Way,2,6
981,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",suite,0,pequeño,736 Karstens Point,18,2
982,Pellentesque ultrices mattis odio. Donec vitae nisi.,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",semisuite,1,grande,7029 Holy Cross Plaza,12,3
983,Nulla ut erat id mauris vulputate elementum. Nullam varius.,Suspendisse potenti. In eleifend quam a odio.,suite,1,mediano,986 Pine View Parkway,6,5
984,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Nulla tellus.,estandar,1,mediano,85 Melby Alley,15,6
985,Curabitur at ipsum ac tellus semper interdum.,Vivamus tortor.,semisuite,1,pequeño,588 Annamark Crossing,10,4
986,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",Quisque ut erat.,semisuite,1,grande,40 Gulseth Hill,6,3
987,Donec dapibus. Duis at velit eu est congue elementum.,Ut tellus.,suite,1,pequeño,5325 Buhler Plaza,1,2
988,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.","Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",suite,1,grande,0 Hoffman Junction,19,6
989,Vivamus in felis eu sapien cursus vestibulum.,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",semisuite,0,pequeño,6620 Karstens Court,19,2
990,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Sed accumsan felis. Ut at dolor quis odio consequat varius.,suite,1,pequeño,46524 Roth Lane,13,5
991,Nullam molestie nibh in lectus.,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",suite,0,mediano,68813 Mitchell Parkway,16,6
992,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,estandar,1,grande,00 Montana Point,6,6
993,Etiam justo. Etiam pretium iaculis justo.,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,estandar,1,mediano,3 Bonner Avenue,15,4
994,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",In congue.,suite,0,mediano,716 Crownhardt Plaza,14,2
995,Nulla mollis molestie lorem. Quisque ut erat.,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",suite,1,grande,79810 Dahle Place,14,3
996,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,Vivamus vel nulla eget eros elementum pellentesque.,suite,1,pequeño,40020 Anzinger Terrace,2,4
997,In blandit ultrices enim.,Etiam vel augue.,semisuite,0,mediano,9091 Eastlawn Road,8,3
998,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",semisuite,1,mediano,97 Nancy Junction,8,5
999,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Nulla ut erat id mauris vulputate elementum.,estandar,0,grande,6459 Oriole Alley,20,4
1000,In hac habitasse platea dictumst.,Cras non velit nec nisi vulputate nonummy.,estandar,1,pequeño,7725 Service Drive,7,5
